QID,Question,Difficulty Level,Gold Standard Set,Retrieval Mode,Rank,Retrieved Doc,Relevance,Notes
109,"I planned to use an independent-samples t-test to compare two groups, but normality is violated and there are outliers. What nonparametric test is appropriate in this situation?",difficult,pdf_65,vector,5,pdf_62,1,
109,"I planned to use an independent-samples t-test to compare two groups, but normality is violated and there are outliers. What nonparametric test is appropriate in this situation?",difficult,pdf_65,bm_vector_fusion,1,pdf_60,1,
109,"I planned to use an independent-samples t-test to compare two groups, but normality is violated and there are outliers. What nonparametric test is appropriate in this situation?",difficult,pdf_65,bm_vector_fusion,2,pdf_61,1,
109,"I planned to use an independent-samples t-test to compare two groups, but normality is violated and there are outliers. What nonparametric test is appropriate in this situation?",difficult,pdf_65,bm_vector_fusion,3,pdf_97,0,
109,"I planned to use an independent-samples t-test to compare two groups, but normality is violated and there are outliers. What nonparametric test is appropriate in this situation?",difficult,pdf_65,bm_vector_fusion,4,pdf_36,0,
109,"I planned to use an independent-samples t-test to compare two groups, but normality is violated and there are outliers. What nonparametric test is appropriate in this situation?",difficult,pdf_65,bm_vector_fusion,5,pdf_62,1,
109,"I planned to use an independent-samples t-test to compare two groups, but normality is violated and there are outliers. What nonparametric test is appropriate in this situation?",difficult,pdf_65,bm_vector_fusion_rerank,1,pdf_61,1,
109,"I planned to use an independent-samples t-test to compare two groups, but normality is violated and there are outliers. What nonparametric test is appropriate in this situation?",difficult,pdf_65,bm_vector_fusion_rerank,2,pdf_67,0,
109,"I planned to use an independent-samples t-test to compare two groups, but normality is violated and there are outliers. What nonparametric test is appropriate in this situation?",difficult,pdf_65,bm_vector_fusion_rerank,3,pdf_65,2,
109,"I planned to use an independent-samples t-test to compare two groups, but normality is violated and there are outliers. What nonparametric test is appropriate in this situation?",difficult,pdf_65,bm_vector_fusion_rerank,4,pdf_62,1,
109,"I planned to use an independent-samples t-test to compare two groups, but normality is violated and there are outliers. What nonparametric test is appropriate in this situation?",difficult,pdf_65,bm_vector_fusion_rerank,5,pdf_97,0,
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,pdf_67,BM25,1,pdf_132,0,
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,pdf_67,BM25,2,pdf_107,0,
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,pdf_67,BM25,3,pdf_118,0,
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,pdf_67,BM25,4,pdf_78,0,
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,pdf_67,BM25,5,pdf_103,0,
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,pdf_67,vector,1,pdf_113,0,
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,pdf_67,vector,2,pdf_128,0,
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,pdf_67,vector,3,pdf_67,2,
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,pdf_67,vector,4,video_2,0,
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,pdf_67,vector,5,pdf_68,1,
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,pdf_67,bm_vector_fusion,1,pdf_113,0,
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,pdf_67,bm_vector_fusion,2,pdf_132,0,
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,pdf_67,bm_vector_fusion,3,pdf_113,0,
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,pdf_67,bm_vector_fusion,4,pdf_107,0,
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,pdf_67,bm_vector_fusion,5,pdf_128,0,
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,pdf_67,bm_vector_fusion_rerank,1,pdf_113,0,
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,pdf_67,bm_vector_fusion_rerank,2,pdf_67,2,
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,pdf_67,bm_vector_fusion_rerank,3,pdf_128,0,
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,pdf_67,bm_vector_fusion_rerank,4,pdf_107,0,
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,pdf_67,bm_vector_fusion_rerank,5,pdf_132,0,
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,pdf_71,BM25,1,pdf_76,0,
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,pdf_71,BM25,2,pdf_107,0,
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,pdf_71,BM25,3,pdf_60,0,
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,pdf_71,BM25,4,pdf_118,0,
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,pdf_71,BM25,5,pdf_97,0,
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,pdf_71,vector,1,pdf_60,0,
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,pdf_71,vector,2,pdf_67,0,
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,pdf_71,vector,3,pdf_67,0,
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,pdf_71,vector,4,pdf_65,0,
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,pdf_71,vector,5,pdf_40,0,
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,pdf_71,bm_vector_fusion,1,pdf_60,0,
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,pdf_71,bm_vector_fusion,2,pdf_67,0,
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,pdf_71,bm_vector_fusion,3,pdf_62,0,
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,pdf_71,bm_vector_fusion,4,pdf_76,0,
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,pdf_71,bm_vector_fusion,5,pdf_107,0,
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,pdf_71,bm_vector_fusion_rerank,1,pdf_76,0,
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,pdf_71,bm_vector_fusion_rerank,2,pdf_67,0,
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,pdf_71,bm_vector_fusion_rerank,3,pdf_40,0,
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,pdf_71,bm_vector_fusion_rerank,4,pdf_65,0,
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,pdf_71,bm_vector_fusion_rerank,5,pdf_62,0,
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",BM25,1,pdf_79,2,
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",BM25,2,pdf_163,0,
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",BM25,3,pdf_183,2,
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",BM25,4,md_jaspRegression__RegressionLogistic,2,
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",BM25,5,md_jaspRegression__GeneralizedLinearModel,2,
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",vector,1,md_jaspRegression__RegressionLogistic,2,
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",vector,2,md_jaspRegression__RegressionLinear,2,
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",vector,3,pdf_92,2,
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",vector,4,md_jaspRegression__RegressionLinearBayesian,2,
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",vector,5,pdf_78,0,
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",bm_vector_fusion,1,md_jaspRegression__RegressionLogistic,2,
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",bm_vector_fusion,2,pdf_92,2,
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",bm_vector_fusion,3,md_jaspRegression__GeneralizedLinearModel,2,
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",bm_vector_fusion,4,md_jaspRegression__RegressionLinear,2,
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",bm_vector_fusion,5,md_jaspRegression__RegressionLinear,2,
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",bm_vector_fusion_rerank,1,md_jaspRegression__RegressionLogistic,2,
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",bm_vector_fusion_rerank,2,pdf_92,2,
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",bm_vector_fusion_rerank,3,md_jaspRegression__GeneralizedLinearModel,2,
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",bm_vector_fusion_rerank,4,md_jaspRegression__RegressionLinear,2,
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",bm_vector_fusion_rerank,5,pdf_86,2,
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,pdf_79,BM25,1,pdf_87,1,
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,pdf_79,BM25,2,pdf_82,1,
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,pdf_79,BM25,3,pdf_87,1,
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,pdf_79,BM25,4,pdf_78,1,
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,pdf_79,BM25,5,pdf_117,0,
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,pdf_79,vector,1,md_jaspRegression__RegressionLinear,1,
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,pdf_79,vector,2,md_jaspRegression__RegressionLogistic,1,
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,pdf_79,vector,3,md_jaspRegression__RegressionLinear,1,
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,pdf_79,vector,4,md_jaspMixedModels__MixedModelsLMM,0,
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,pdf_79,vector,5,md_jaspRegression__RegressionLinear,1,
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,pdf_79,bm_vector_fusion,1,md_jaspRegression__RegressionLinear,1,
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,pdf_79,bm_vector_fusion,2,md_jaspRegression__RegressionLinear,1,
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,pdf_79,bm_vector_fusion,3,pdf_87,1,
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,pdf_79,bm_vector_fusion,4,md_jaspRegression__RegressionLinear,1,
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,pdf_79,bm_vector_fusion,5,md_jaspRegression__RegressionLogistic,1,
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,pdf_79,bm_vector_fusion_rerank,1,md_jaspRegression__RegressionLinear,1,
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,pdf_79,bm_vector_fusion_rerank,2,md_jaspRegression__RegressionLinear,1,
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,pdf_79,bm_vector_fusion_rerank,3,md_jaspRegression__RegressionLinear,1,
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,pdf_79,bm_vector_fusion_rerank,4,md_jaspRegression__RegressionLinear,1,
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,pdf_79,bm_vector_fusion_rerank,5,md_jaspRegression__RegressionLogistic,0,
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",BM25,1,pdf_76,1,
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",BM25,2,pdf_73,1,
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",BM25,3,pdf_60,0,
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",BM25,4,pdf_78,1,
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",BM25,5,md_jaspRegression__CorrelationBayesian,2,
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",vector,1,md_jaspRegression__CorrelationBayesian,2,
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",vector,2,pdf_73,1,
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",vector,3,md_jaspRegression__Correlation,2,
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",vector,4,md_jaspMixedModels__MixedModelsLMM,0,
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",vector,5,md_jaspMixedModels__MixedModelsBLMM,0,
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",bm_vector_fusion,1,pdf_73,1,
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",bm_vector_fusion,2,pdf_76,1,
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",bm_vector_fusion,3,md_jaspRegression__Correlation,2,
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",bm_vector_fusion,4,md_jaspRegression__CorrelationBayesian,2,
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",bm_vector_fusion,5,md_jaspRegression__CorrelationBayesian,2,
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",bm_vector_fusion_rerank,1,pdf_76,1,
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",bm_vector_fusion_rerank,2,md_jaspRegression__CorrelationBayesian,2,
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",bm_vector_fusion_rerank,3,md_jaspRegression__CorrelationBayesian,2,
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",bm_vector_fusion_rerank,4,md_jaspRegression__Correlation,2,
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",bm_vector_fusion_rerank,5,md_jaspRegression__CorrelationBayesian,2,
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,pdf_97,BM25,1,pdf_60,0,
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,pdf_97,BM25,2,pdf_97,2,
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,pdf_97,BM25,3,pdf_132,0,
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,pdf_97,BM25,4,pdf_107,0,
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,pdf_97,BM25,5,pdf_124,0,
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,pdf_97,vector,1,pdf_60,0,
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,pdf_97,vector,2,pdf_97,2,
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,pdf_97,vector,3,pdf_141,0,
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,pdf_97,vector,4,pdf_60,0,
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,pdf_97,vector,5,pdf_97,2,
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,pdf_97,bm_vector_fusion,1,pdf_60,0,
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,pdf_97,bm_vector_fusion,2,pdf_97,2,
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,pdf_97,bm_vector_fusion,3,pdf_124,0,
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,pdf_97,bm_vector_fusion,4,pdf_141,0,
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,pdf_97,bm_vector_fusion,5,pdf_97,2,
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,pdf_97,bm_vector_fusion_rerank,1,pdf_97,2,
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,pdf_97,bm_vector_fusion_rerank,2,pdf_97,2,
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,pdf_97,bm_vector_fusion_rerank,3,pdf_107,0,
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,pdf_97,bm_vector_fusion_rerank,4,pdf_60,0,
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,pdf_97,bm_vector_fusion_rerank,5,pdf_141,0,
116,An ANOVA shows a significant effect of treatment type on recovery time across four groups. What follow-up analyses are appropriate to identify where the differences lie?,difficult,pdf_103,BM25,1,pdf_103,2,
116,An ANOVA shows a significant effect of treatment type on recovery time across four groups. What follow-up analyses are appropriate to identify where the differences lie?,difficult,pdf_103,BM25,2,pdf_12,0,
116,An ANOVA shows a significant effect of treatment type on recovery time across four groups. What follow-up analyses are appropriate to identify where the differences lie?,difficult,pdf_103,BM25,3,pdf_103,2,
116,An ANOVA shows a significant effect of treatment type on recovery time across four groups. What follow-up analyses are appropriate to identify where the differences lie?,difficult,pdf_103,BM25,4,pdf_94,0,
