QID,Question,Difficulty Level,Retrieval Mode,Gold Standard Set,k,success@k,mrr@k,ndcg@k,precision@k_rel>=1,precision@k_goldref,recall@k_goldref,gold_size,hits_in_gold_topk
130,Participants are classified into categories based on treatment group and outcome (success vs failure). How can I examine whether the distribution of outcomes differs between groups?,difficult,bm_vector_fusion,pdf_149,5,0,0.0,0.0,0.0,0.0,0.0,1,0
130,Participants are classified into categories based on treatment group and outcome (success vs failure). How can I examine whether the distribution of outcomes differs between groups?,difficult,bm_vector_fusion_rerank,pdf_149,5,0,0.0,0.0,0.0,0.0,0.0,1,0
130,Participants are classified into categories based on treatment group and outcome (success vs failure). How can I examine whether the distribution of outcomes differs between groups?,difficult,vector,pdf_149,5,0,0.0,0.0,0.0,0.0,0.0,1,0
131,"Counts of observations are summarized in a contingency table, and the goal is to determine whether the observed frequencies deviate from what would be expected if the variables were independent. What statistical test is appropriate?",difficult,BM25,pdf_149,5,1,1.0,1.0,0.4,0.2,1.0,1,1
131,"Counts of observations are summarized in a contingency table, and the goal is to determine whether the observed frequencies deviate from what would be expected if the variables were independent. What statistical test is appropriate?",difficult,bm_vector_fusion,pdf_149,5,1,1.0,0.9871451602176229,0.6,0.2,1.0,1,1
131,"Counts of observations are summarized in a contingency table, and the goal is to determine whether the observed frequencies deviate from what would be expected if the variables were independent. What statistical test is appropriate?",difficult,bm_vector_fusion_rerank,pdf_149,5,1,1.0,0.9327783893101107,0.4,0.2,1.0,1,1
131,"Counts of observations are summarized in a contingency table, and the goal is to determine whether the observed frequencies deviate from what would be expected if the variables were independent. What statistical test is appropriate?",difficult,vector,pdf_149,5,1,1.0,1.0,0.4,0.2,1.0,1,1
132,"I have extracted effect sizes and standard errors from multiple independent studies—how can I perform a frequentist (classical) meta-analysis in JASP, including model selection and heterogeneity assessment?",difficult,BM25,"pdf_157,pdf_162,pdf_163",5,1,1.0,1.0,1.0,0.4,0.6666666666666666,3,2
132,"I have extracted effect sizes and standard errors from multiple independent studies—how can I perform a frequentist (classical) meta-analysis in JASP, including model selection and heterogeneity assessment?",difficult,bm_vector_fusion,"pdf_157,pdf_162,pdf_163",5,1,1.0,1.0,1.0,0.6,1.0,3,3
132,"I have extracted effect sizes and standard errors from multiple independent studies—how can I perform a frequentist (classical) meta-analysis in JASP, including model selection and heterogeneity assessment?",difficult,bm_vector_fusion_rerank,"pdf_157,pdf_162,pdf_163",5,1,1.0,1.0,1.0,0.6,1.0,3,3
132,"I have extracted effect sizes and standard errors from multiple independent studies—how can I perform a frequentist (classical) meta-analysis in JASP, including model selection and heterogeneity assessment?",difficult,vector,"pdf_157,pdf_162,pdf_163",5,1,1.0,0.989141344633751,1.0,0.4,0.6666666666666666,3,2
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,BM25,"pdf_92,md_jaspRegression__RegressionLogistic",5,1,1.0,0.9639404333166532,0.4,0.2,0.5,2,1
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,bm_vector_fusion,"pdf_92,md_jaspRegression__RegressionLogistic",5,1,1.0,0.9047172294870752,0.8,0.4,1.0,2,2
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,bm_vector_fusion_rerank,"pdf_92,md_jaspRegression__RegressionLogistic",5,1,0.5,0.6717287037439216,0.8,0.2,0.5,2,1
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,vector,"pdf_92,md_jaspRegression__RegressionLogistic",5,1,0.5,0.7328286204777912,0.6,0.4,1.0,2,2
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,BM25,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",5,1,1.0,1.0,0.8,0.4,1.0,2,2
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,bm_vector_fusion,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",5,1,1.0,0.9213963208540731,1.0,0.4,1.0,2,2
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,bm_vector_fusion_rerank,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",5,1,1.0,0.8044726423602091,0.8,0.4,1.0,2,2
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,vector,"md_jaspMixedModels__MixedModelsBLMM,jaspMixedModels__MixedModelsLMM",5,1,0.5,0.6590018048024133,0.4,0.2,0.5,2,1
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,BM25,md_jaspRegression__RegressionLinearBayesian,5,0,0.0,0.0,0.0,0.0,0.0,1,0
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,bm_vector_fusion,md_jaspRegression__RegressionLinearBayesian,5,1,1.0,0.7967075809905066,0.4,0.2,1.0,1,1
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,bm_vector_fusion_rerank,md_jaspRegression__RegressionLinearBayesian,5,1,1.0,0.751623600785961,0.6,0.2,1.0,1,1
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,vector,md_jaspRegression__RegressionLinearBayesian,5,1,1.0,0.8503449055347546,0.4,0.2,1.0,1,1
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,BM25,md_jaspRegression__CorrelationBayesian,5,1,1.0,1.0,1.0,0.2,1.0,1,1
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,bm_vector_fusion,md_jaspRegression__CorrelationBayesian,5,1,1.0,0.9558295932317544,0.8,0.2,1.0,1,1
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,bm_vector_fusion_rerank,md_jaspRegression__CorrelationBayesian,5,1,1.0,1.0,1.0,0.2,1.0,1,1
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,vector,md_jaspRegression__CorrelationBayesian,5,1,1.0,1.0,1.0,0.2,1.0,1,1
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,BM25,md_jaspRegression__GeneralizedLinearModel,5,1,1.0,0.9197207891481876,0.4,0.2,1.0,1,1
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,bm_vector_fusion,md_jaspRegression__GeneralizedLinearModel,5,1,1.0,0.9469024295259745,0.6,0.2,1.0,1,1
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,bm_vector_fusion_rerank,md_jaspRegression__GeneralizedLinearModel,5,1,1.0,0.9674679834891694,0.6,0.2,1.0,1,1
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,vector,md_jaspRegression__GeneralizedLinearModel,5,1,1.0,0.9828920819566878,0.8,0.2,1.0,1,1
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,BM25,video_2,5,1,1.0,0.9060254355346824,0.6,0.2,1.0,1,1
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,bm_vector_fusion,video_2,5,1,1.0,0.9871451602176229,0.6,0.2,1.0,1,1
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,bm_vector_fusion_rerank,video_2,5,1,1.0,1.0,0.8,0.2,1.0,1,1
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,vector,video_2,5,1,1.0,1.0,0.2,0.2,1.0,1,1
139,"I’ve never used JASP before. Can you give me a general introduction video explaining what JASP is used for, it’s designed for and how to use it?",difficult,BM25,video_1,5,1,1.0,0.8772153153380493,0.4,0.0,0.0,1,0
139,"I’ve never used JASP before. Can you give me a general introduction video explaining what JASP is used for, it’s designed for and how to use it?",difficult,bm_vector_fusion,video_1,5,1,0.5,0.7606395682357036,0.8,0.2,1.0,1,1
139,"I’ve never used JASP before. Can you give me a general introduction video explaining what JASP is used for, it’s designed for and how to use it?",difficult,bm_vector_fusion_rerank,video_1,5,1,1.0,1.0,0.6,0.2,1.0,1,1
139,"I’ve never used JASP before. Can you give me a general introduction video explaining what JASP is used for, it’s designed for and how to use it?",difficult,vector,video_1,5,1,1.0,0.8642203869628404,0.6,0.2,1.0,1,1
140,"I’m evaluating a RAG system using two performance metrics: success@k (binary per query) and nDCG@k (continuous, bounded between 0 and 1). Each query is tested under multiple retrieval modes and difficulty levels, so the same query appears multiple times. I want to test whether retrieval mode and difficulty level have main effects or an interaction effect on performance. Given this repeated-measures structure and mixed outcome types, can generalized linear mixed models be used?",difficult,BM25,"md_jaspMixedModels__MixedModelsGLMM,md_jaspMixedModels__MixedModelsBGLMM",5,1,0.2,0.38685280723454163,0.2,0.2,0.5,2,1
140,"I’m evaluating a RAG system using two performance metrics: success@k (binary per query) and nDCG@k (continuous, bounded between 0 and 1). Each query is tested under multiple retrieval modes and difficulty levels, so the same query appears multiple times. I want to test whether retrieval mode and difficulty level have main effects or an interaction effect on performance. Given this repeated-measures structure and mixed outcome types, can generalized linear mixed models be used?",difficult,bm_vector_fusion,"md_jaspMixedModels__MixedModelsGLMM,md_jaspMixedModels__MixedModelsBGLMM",5,1,1.0,1.0,0.8,0.4,1.0,2,2
140,"I’m evaluating a RAG system using two performance metrics: success@k (binary per query) and nDCG@k (continuous, bounded between 0 and 1). Each query is tested under multiple retrieval modes and difficulty levels, so the same query appears multiple times. I want to test whether retrieval mode and difficulty level have main effects or an interaction effect on performance. Given this repeated-measures structure and mixed outcome types, can generalized linear mixed models be used?",difficult,bm_vector_fusion_rerank,"md_jaspMixedModels__MixedModelsGLMM,md_jaspMixedModels__MixedModelsBGLMM",5,1,1.0,0.9469024295259745,0.6,0.4,1.0,2,2
140,"I’m evaluating a RAG system using two performance metrics: success@k (binary per query) and nDCG@k (continuous, bounded between 0 and 1). Each query is tested under multiple retrieval modes and difficulty levels, so the same query appears multiple times. I want to test whether retrieval mode and difficulty level have main effects or an interaction effect on performance. Given this repeated-measures structure and mixed outcome types, can generalized linear mixed models be used?",difficult,vector,"md_jaspMixedModels__MixedModelsGLMM,md_jaspMixedModels__MixedModelsBGLMM",5,1,1.0,1.0,0.6,0.4,1.0,2,2
